frame, fps, time
263, 47.72131, 7.348221
264, 24.4978, 7.389041
265, 15.80578, 7.45231
266, 49.0124, 7.472713
267, 22.22173, 7.517714
268, 34.96503, 7.546314
269, 42.29224, 7.569959
270, 58.75786, 7.586977
271, 48.09311, 7.60777
272, 28.42039, 7.642956
273, 41.86378, 7.666843
274, 23.08456, 7.710163
275, 45.94955, 7.731925
276, 27.97437, 7.767673
277, 43.50663, 7.790658
278, 24.34275, 7.831738
279, 15.64578, 7.895652
280, 52.09961, 7.914846
281, 22.47949, 7.959332
282, 51.74644, 7.978656
283, 51.3901, 7.998115
284, 41.87605, 8.021995
285, 47.78973, 8.042919
286, 23.13155, 8.08615
287, 35.81405, 8.114072
288, 28.0497, 8.149723
289, 54.06867, 8.168218
290, 21.46568, 8.214804
291, 46.03628, 8.236526
292, 20.0068, 8.286509
293, 18.19737, 8.341461
294, 53.53032, 8.360142
295, 22.29306, 8.404999
296, 33.47168, 8.434875
297, 41.39758, 8.45903
298, 49.5835, 8.479198
299, 55.44774, 8.497233
300, 30.21331, 8.530332
301, 49.84299, 8.550395
302, 23.16745, 8.593559
303, 49.72898, 8.613668
304, 24.26242, 8.654884
305, 15.74109, 8.718412
306, 34.825, 8.747128
307, 29.52727, 8.780994
308, 54.97224, 8.799186
309, 40.78802, 8.823703
310, 45.106, 8.845873
311, 48.82097, 8.866356
312, 24.96256, 8.906416
313, 51.15351, 8.925965
314, 24.26713, 8.967174
315, 32.91206, 8.997558
316, 31.74906, 9.029055
317, 50.09016, 9.049019
318, 22.76452, 9.092947
319, 15.59843, 9.157056
320, 54.42177, 9.175431
321, 22.10873, 9.220662
322, 49.64257, 9.240807
323, 45.34119, 9.262861
324, 33.79749, 9.292449
325, 38.48819, 9.318431
326, 36.40998, 9.345896
327, 52.41914, 9.364973
328, 22.62597, 9.40917
329, 46.78582, 9.430544
330, 23.48907, 9.473117
331, 48.47075, 9.493748
332, 20.23104, 9.543177
333, 16.23535, 9.604771
334, 38.5401, 9.630717
335, 33.98702, 9.66014
336, 55.81915, 9.678055
337, 47.08098, 9.699295
338, 39.0381, 9.724911
339, 45.96222, 9.746668
340, 23.30948, 9.789569
341, 36.44979, 9.817004
342, 27.4228, 9.85347
343, 46.72461, 9.874872
344, 24.5026, 9.915684
345, 15.62695, 9.979675
346, 49.68944, 9.999801
347, 24.508, 10.0406
348, 46.97041, 10.06189
349, 50.46427, 10.08171
350, 32.20094, 10.11277
351, 38.47634, 10.13875
352, 34.94426, 10.16737
353, 51.88606, 10.18664
354, 22.33439, 10.23142
355, 48.52013, 10.25203
356, 23.7897, 10.29406
357, 52.49068, 10.31311
358, 23.00384, 10.35659
359, 13.93651, 10.42834
360, 36.22663, 10.45594
361, 35.05082, 10.48447
362, 50.76657, 10.50417
363, 50.64317, 10.52392
364, 40.30308, 10.54873
365, 49.77105, 10.56882
366, 23.49955, 10.61138
367, 33.72226, 10.64103
368, 31.09743, 10.67319
369, 42.16207, 10.6969
370, 24.59238, 10.73757
371, 47.52626, 10.75861
372, 19.45677, 10.81
373, 18.01737, 10.86551
374, 50.48465, 10.88531
375, 22.93788, 10.92891
376, 47.20321, 10.9501
377, 46.46193, 10.97162
378, 31.62555, 11.00324
379, 37.00414, 11.03026
380, 37.25921, 11.0571
381, 45.03085, 11.07931
382, 23.91544, 11.12112
383, 54.07159, 11.13962
384, 22.30948, 11.18444
385, 15.16392, 11.25039
386, 49.17146, 11.27072
387, 23.93318, 11.31251
388, 31.90302, 11.34385
389, 40.39098, 11.36861
390, 39.74879, 11.39377
391, 53.0307, 11.41263
392, 39.21569, 11.43813
393, 52.83178, 11.45705
394, 23.0638, 11.50041
395, 30.93581, 11.53274
396, 31.78842, 11.56419
397, 54.05113, 11.5827
398, 22.0512, 11.62804
399, 15.51831, 11.69248
400, 45.60172, 11.71441
401, 23.53772, 11.7569
402, 39.73457, 11.78207
403, 31.50202, 11.81381
404, 39.68097, 11.83901
405, 42.9664, 11.86228
406, 43.52747, 11.88526
407, 37.33851, 11.91204
408, 29.18685, 11.9463
409, 44.02959, 11.96901
410, 23.93834, 12.01079
411, 33.45601, 12.04068
412, 23.17282, 12.08383
413, 18.16596, 12.13888
414, 39.59455, 12.16414
415, 27.0636, 12.20109
416, 44.76476, 12.22342
417, 47.61905, 12.24442
418, 32.32167, 12.27536
419, 40.32421, 12.30016
420, 38.07058, 12.32643
421, 53.74899, 12.34504
422, 22.90741, 12.38869
423, 47.1498, 12.4099
424, 24.56821, 12.4506
425, 16.10669, 12.51269
426, 28.80433, 12.5474
427, 36.06333, 12.57513
428, 38.91202, 12.60083
429, 44.4247, 12.62334
430, 47.93174, 12.6442
431, 46.34135, 12.66578
432, 28.33343, 12.70108
433, 40.09141, 12.72602
434, 24.93144, 12.76613
435, 34.07852, 12.79547
436, 31.64757, 12.82707
437, 45.4112, 12.84909
438, 23.91257, 12.89091
439, 16.10488, 12.953
440, 44.40497, 12.97552
441, 25.444, 13.01483
442, 34.80319, 13.04356
443, 33.8032, 13.07314
444, 40.19131, 13.09802
445, 45.40707, 13.12005
446, 46.81429, 13.14141
447, 51.32943, 13.16089
448, 22.34237, 13.20565
449, 39.7046, 13.23083
450, 25.51216, 13.27003
451, 37.68182, 13.29657
452, 22.92159, 13.34019
453, 18.55184, 13.3941
454, 42.54052, 13.4176
455, 25.44076, 13.45691
456, 41.63544, 13.48093
457, 46.53327, 13.50242
458, 42.337, 13.52604
459, 36.19254, 13.55367
460, 32.94133, 13.58403
461, 41.96391, 13.60786
462, 26.48375, 13.64562
463, 47.36194, 13.66673
464, 24.8682, 13.70694
465, 15.82804, 13.77012
466, 47.82172, 13.79103
467, 22.36886, 13.83574
468, 43.26944, 13.85885
469, 54.70459, 13.87713
470, 55.84408, 13.89504
471, 55.46004, 13.91307
472, 22.46383, 13.95758
473, 51.89683, 13.97685
474, 23.72536, 14.019
475, 55.0176, 14.03718
476, 21.71223, 14.08323
477, 53.15191, 14.10205
478, 22.91318, 14.14569
479, 15.46982, 14.21033
480, 44.18522, 14.23296
481, 24.6263, 14.27357
482, 50.08264, 14.29354
483, 51.21901, 14.31306
484, 41.68925, 14.33705
485, 48.74244, 14.35756
486, 24.15109, 14.39897
487, 53.8474, 14.41754
488, 21.81549, 14.46338
489, 50.87505, 14.48304
490, 20.85723, 14.53098
491, 36.03993, 14.55873
492, 23.95497, 14.60047
493, 18.17653, 14.65549
494, 51.95075, 14.67474
495, 24.06971, 14.71628
496, 54.08914, 14.73477
497, 39.11445, 14.76034
498, 57.16899, 14.77783
499, 47.48789, 14.79889
500, 25.11112, 14.83871
501, 52.89046, 14.85762
502, 22.57846, 14.90191
503, 43.13692, 14.92509
504, 24.65058, 14.96566
505, 20.2626, 15.01501
506, 50.82076, 15.03469
507, 24.75064, 15.07509
508, 51.94265, 15.09434
509, 45.71638, 15.11622
510, 44.5752, 15.13865
511, 59.25926, 15.15553
512, 20.99209, 15.20316
513, 40.62563, 15.22778
514, 25.48095, 15.26702
515, 55.58644, 15.28501
516, 22.88853, 15.3287
517, 55.83161, 15.34661
518, 21.5137, 15.3931
519, 15.64945, 15.457
520, 52.44389, 15.47606
521, 22.89272, 15.51974
522, 55.11768, 15.53789
523, 49.79336, 15.55797
524, 42.68397, 15.5814
525, 38.92111, 15.60709
526, 26.19721, 15.64526
527, 57.96093, 15.66252
528, 22.53217, 15.7069
529, 54.17999, 15.72536
530, 22.77282, 15.76927
531, 57.24426, 15.78674
532, 17.51406, 15.84383
533, 19.09381, 15.89621
534, 51.35052, 15.91568
535, 23.70061, 15.95787
536, 48.32318, 15.97857
537, 38.63092, 16.00445
538, 45.48556, 16.02644
539, 49.33156, 16.04671
540, 30.17046, 16.07985
541, 60.92731, 16.09627
542, 20.96172, 16.14397
543, 52.42189, 16.16305
544, 24.44689, 16.20395
545, 15.61232, 16.26801
546, 54.75552, 16.28627
547, 30.40253, 16.31916
548, 36.45112, 16.3466
549, 41.20144, 16.37087
550, 56.69255, 16.38851
551, 51.07252, 16.40809
552, 31.5866, 16.43974
553, 59.10864, 16.45666
554, 21.60061, 16.50296
555, 50.79752, 16.52264
556, 24.26478, 16.56386
557, 54.92091, 16.58206
558, 22.43762, 16.62663
559, 15.33225, 16.69185
560, 36.68917, 16.71911
561, 30.38867, 16.75202
562, 48.74007, 16.77253
563, 44.30856, 16.7951
564, 46.10845, 16.81679
565, 54.47513, 16.83515
566, 22.87544, 16.87886
567, 55.56791, 16.89686
568, 22.23062, 16.94184
569, 51.97775, 16.96108
570, 21.79362, 17.00697
571, 45.48556, 17.02895
572, 20.0056, 17.07894
573, 17.82722, 17.13503
574, 48.79239, 17.15552
575, 23.30676, 17.19843
576, 54.29471, 17.21685
577, 48.09079, 17.23764
578, 41.28649, 17.26186
579, 52.13221, 17.28104
580, 20.2885, 17.33033
581, 43.14994, 17.35351
582, 28.20079, 17.38897
583, 46.06597, 17.41068
584, 24.03788, 17.45228
585, 15.76367, 17.51571
586, 50.65086, 17.53546
587, 22.9658, 17.579
588, 51.55702, 17.59839
589, 47.54208, 17.61943
590, 35.71046, 17.64743
591, 43.19095, 17.67059
592, 29.33842, 17.70467
593, 50.80526, 17.72435
594, 23.80329, 17.76637
595, 53.44164, 17.78508
596, 22.15919, 17.8302
597, 52.19751, 17.84936
598, 22.4482, 17.89391
599, 14.19386, 17.96436
600, 38.91051, 17.99006
601, 31.91829, 18.02139
602, 54.27409, 18.03982
603, 51.46416, 18.05925
604, 39.65107, 18.08447
605, 56.89901, 18.10204
606, 20.87116, 18.14995
607, 49.81816, 18.17003
608, 23.65912, 18.21229
609, 36.69051, 18.23955
610, 29.29373, 18.27369
611, 51.18231, 18.29322
612, 18.65741, 18.34682
613, 18.39419, 18.40119
614, 56.63155, 18.41885
615, 21.82834, 18.46466
616, 53.70569, 18.48328
617, 48.4074, 18.50394
618, 33.96393, 18.53338
619, 34.09711, 18.56271
620, 36.65286, 18.58999
621, 50.33726, 18.60986
622, 22.47242, 18.65436
623, 40.20262, 18.67923
624, 25.77585, 18.71803
625, 15.28328, 18.78346
626, 33.44817, 18.81335
627, 31.27248, 18.84533
628, 43.04222, 18.86856
629, 52.20842, 18.88772
630, 49.06531, 18.9081
631, 58.2479, 18.92527
632, 22.44518, 18.96982
633, 50.62266, 18.98958
634, 22.47848, 19.03406
635, 45.41945, 19.05608
636, 24.87562, 19.09628
637, 48.77335, 19.11678
638, 24.0726, 19.15832
639, 15.7669, 19.22174
640, 38.65033, 19.24762
641, 27.77546, 19.28362
642, 46.92853, 19.30493
643, 49.10386, 19.32529
644, 48.78049, 19.34579
645, 34.14717, 19.37508
646, 30.4683, 19.4079
647, 49.04365, 19.42829
648, 23.3247, 19.47116
649, 46.34779, 19.49274
650, 33.89946, 19.52224
651, 45.59964, 19.54417
652, 20.9017, 19.59201
653, 18.32442, 19.64659
654, 44.37542, 19.66912
655, 24.46423, 19.71
656, 46.69842, 19.73141
657, 50.18569, 19.75134
658, 35.01646, 19.7799
659, 29.16983, 19.81418
660, 40.65206, 19.83878
661, 48.69735, 19.85931
662, 23.27205, 19.90228
663, 46.36499, 19.92385
664, 23.48631, 19.96643
665, 15.5135, 20.03089
666, 50.41339, 20.05073
667, 23.85496, 20.09265
668, 44.75475, 20.11499
669, 48.44022, 20.13563
670, 45.99181, 20.15738
671, 49.3559, 20.17764
672, 23.42579, 20.22033
673, 39.20031, 20.24584
674, 26.21713, 20.28398
675, 44.71072, 20.30635
676, 30.25902, 20.3394
677, 40.67025, 20.36398
678, 30.52037, 20.39675
679, 15.70376, 20.46043
680, 43.24886, 20.48355
681, 25.84246, 20.52225
682, 50.68681, 20.54198
683, 46.87793, 20.56331
684, 43.43483, 20.58633
685, 38.8244, 20.61209
686, 27.43635, 20.64853
687, 45.10397, 20.67071
688, 25.12626, 20.7105
689, 44.38329, 20.73304
690, 24.63054, 20.77364
691, 41.13364, 20.79795
692, 20.81382, 20.84599
693, 19.11352, 20.89831
694, 39.89786, 20.92337
695, 25.29532, 20.96291
696, 41.23711, 20.98716
697, 50.49485, 21.00696
698, 35.92341, 21.0348
699, 35.99582, 21.06258
700, 34.67046, 21.09142
701, 44.21062, 21.11404
702, 26.08446, 21.15238
703, 44.67677, 21.17476
704, 23.56712, 21.2172
705, 15.76293, 21.28064
706, 47.90419, 21.30151
707, 23.37158, 21.3443
708, 46.37144, 21.36586
709, 50.40322, 21.3857
710, 49.84051, 21.40577
711, 54.23288, 21.42421
712, 21.72732, 21.47023
713, 49.34616, 21.4905
714, 23.99866, 21.53217
715, 45.68713, 21.55405
716, 25.1231, 21.59386
717, 43.52557, 21.61683
718, 25.02315, 21.6568
719, 16.27154, 21.71825
720, 52.39168, 21.73734
721, 22.38238, 21.78202
722, 45.68087, 21.80391
723, 38.59812, 21.82982
724, 55.05092, 21.84798
725, 53.2907, 21.86675
726, 25.35176, 21.90619
727, 45.19774, 21.92832
728, 24.10568, 21.9698
729, 41.44734, 21.99393
730, 25.02189, 22.03389
731, 40.01761, 22.05888
732, 20.73055, 22.10712
733, 18.63447, 22.16078
734, 45.98758, 22.18253
735, 25.22577, 22.22217
736, 44.62493, 22.24458
737, 48.67365, 22.26513
738, 48.03074, 22.28595
739, 55.71341, 22.30389
740, 21.63378, 22.35012
741, 42.10881, 22.37387
742, 24.74574, 22.41428
743, 43.56539, 22.43723
744, 24.93703, 22.47733
745, 15.85163, 22.54042
746, 32.99459, 22.57073
747, 29.88733, 22.60419
748, 39.302, 22.62963
749, 45.50212, 22.65161
750, 54.17999, 22.67006
751, 49.32426, 22.69034
752, 25.14964, 22.7301
753, 33.32889, 22.7601
754, 29.00064, 22.79458
755, 42.46284, 22.81813
756, 24.6877, 22.85864
757, 44.9883, 22.88087
758, 23.91315, 22.92269
759, 16.06426, 22.98494
760, 44.94584, 23.00719
761, 24.20956, 23.04849
762, 45.2284, 23.0706
763, 48.99799, 23.09101
764, 48.70683, 23.11154
765, 49.54419, 23.13173
766, 24.33445, 23.17282
767, 45.69757, 23.1947
768, 24.92709, 23.23482
769, 49.08457, 23.25519
770, 23.61331, 23.29754
771, 45.39883, 23.31957
772, 19.83301, 23.36999
773, 18.57907, 23.42381
774, 37.50657, 23.45047
775, 28.67301, 23.48535
776, 42.76063, 23.50874
777, 51.62356, 23.52811
778, 48.1626, 23.54887
779, 36.6287, 23.57617
780, 27.26653, 23.61285
781, 42.09108, 23.6366
782, 26.62407, 23.67416
783, 47.1943, 23.69535
784, 23.98139, 23.73705
785, 16.2954, 23.79842
786, 32.95327, 23.82876
787, 29.74862, 23.86238
788, 45.02477, 23.88459
789, 37.87018, 23.91099
790, 40.87973, 23.93546
791, 45.11414, 23.95762
792, 30.02462, 23.99093
793, 25.90674, 24.02953
794, 40.54328, 24.05419
795, 43.39336, 24.07724
796, 25.49265, 24.11646
797, 43.2863, 24.13957
798, 25.04132, 24.1795
799, 15.68308, 24.24326
800, 39.51944, 24.26857
801, 27.58773, 24.30482
802, 38.8984, 24.33052
803, 42.42141, 24.3541
804, 48.14405, 24.37487
805, 34.93816, 24.40349
806, 35.98805, 24.43127
807, 44.67876, 24.45366
808, 23.93948, 24.49543
809, 32.40861, 24.52629
810, 30.55021, 24.55902
811, 36.34513, 24.58653
812, 22.00704, 24.63197
813, 18.29625, 24.68663
814, 41.1218, 24.71095
815, 26.27016, 24.74901
816, 33.27565, 24.77907
817, 39.56635, 24.80434
818, 38.34944, 24.83042
819, 27.94311, 24.8662
820, 33.32445, 24.89621
821, 35.54039, 24.92435
822, 36.96721, 24.9514
823, 42.63301, 24.97486
824, 36.29237, 25.00241
825, 20.20651, 25.0519
826, 34.36781, 25.081
827, 31.66962, 25.11257
828, 43.94832, 25.13533
829, 41.15226, 25.15963
830, 35.3282, 25.18793
831, 39.50851, 25.21324
832, 38.74617, 25.23905
833, 32.37399, 25.26994
834, 32.34571, 25.30086
835, 38.56537, 25.32679
836, 26.18144, 25.36498
837, 32.54043, 25.39571
838, 29.62173, 25.42947
839, 15.69588, 25.49318
840, 29.87036, 25.52666
841, 35.80123, 25.55459
842, 38.93171, 25.58028
843, 34.77656, 25.60903
844, 34.86264, 25.63772
845, 35.31448, 25.66603
846, 39.9361, 25.69107
847, 32.30183, 25.72203
848, 42.9664, 25.7453
849, 38.03438, 25.7716
850, 34.71017, 25.80041
851, 36.22532, 25.82801
852, 25.69769, 25.86693
853, 20.03165, 25.91685
854, 38.36268, 25.94291
855, 26.85934, 25.98015
856, 31.67665, 26.01171
857, 30.69933, 26.04429
858, 33.99048, 26.07371
859, 40.05608, 26.09867
860, 38.2614, 26.12481
861, 32.8796, 26.15523
862, 38.2453, 26.18137
863, 37.24533, 26.20822
864, 32.18021, 26.2393
865, 25.01126, 26.27928
866, 31.70678, 26.31082
867, 31.68166, 26.34238
868, 39.33291, 26.36781
869, 37.76578, 26.39429
870, 36.01138, 26.42206
871, 39.71721, 26.44724
872, 40.69342, 26.47181
873, 30.54368, 26.50455
874, 37.38737, 26.5313
875, 42.70949, 26.55471
876, 26.15473, 26.59295
877, 29.56918, 26.62676
878, 32.83425, 26.65722
879, 15.58433, 26.72139
880, 31.05783, 26.75359
881, 34.34538, 26.7827
882, 30.09963, 26.81592
883, 34.5925, 26.84483
884, 28.74968, 26.87961
885, 41.16751, 26.9039
886, 35.90664, 26.93175
887, 35.90664, 26.9596
888, 34.91376, 26.98825
889, 35.0791, 27.01675
890, 37.97949, 27.04308
891, 37.9262, 27.06945
892, 25.00063, 27.10945
893, 19.36746, 27.16108
894, 38.43345, 27.1871
895, 26.30125, 27.22512
896, 33.21708, 27.25523
897, 42.34417, 27.27884
898, 42.89636, 27.30216
899, 31.28128, 27.33412
900, 44.09171, 27.3568
901, 42.36929, 27.38041
902, 28.95697, 27.41494
903, 30.0012, 27.44827
904, 32.5013, 27.47904
905, 15.62915, 27.54302
906, 28.4406, 27.57818
907, 32.56799, 27.60889
908, 38.97572, 27.63455
909, 36.14937, 27.66221
910, 37.30508, 27.68901
911, 41.81651, 27.71293
912, 33.21818, 27.74303
913, 38.38919, 27.76908
914, 41.90939, 27.79294
915, 31.62955, 27.82456
916, 40.21879, 27.84942
917, 32.87419, 27.87984
918, 40.18324, 27.90473
919, 15.93321, 27.96749
920, 33.59876, 27.99725
921, 30.70593, 28.02982
922, 46.38649, 28.05137
923, 41.80602, 28.07529
924, 34.78624, 28.10404
925, 33.12246, 28.13423
926, 35.41954, 28.16247
927, 31.50996, 28.1942
928, 34.79592, 28.22294
929, 35.87444, 28.25082
930, 34.72463, 28.27962
931, 33.44593, 28.30951
932, 24.59541, 28.35017
933, 18.5808, 28.40399
934, 38.79728, 28.42977
935, 26.36158, 28.4677
936, 29.9913, 28.50105
937, 35.61888, 28.52912
938, 30.96742, 28.56141
939, 41.92872, 28.58526
940, 43.0237, 28.6085
941, 30.74085, 28.64103
942, 32.03383, 28.67225
943, 32.80947, 28.70273
944, 38.42459, 28.72876
945, 24.33327, 28.76985
946, 31.67263, 28.80142
947, 32.02972, 28.83265
948, 36.41793, 28.8601
949, 34.22899, 28.88932
950, 39.09763, 28.9149
951, 34.16467, 28.94417
952, 30.20509, 28.97727
953, 34.85778, 29.00596
954, 40.8998, 29.03041
955, 37.65344, 29.05697
956, 32.38447, 29.08785
957, 32.62749, 29.1185
958, 30.24529, 29.15156
959, 17.04594, 29.21023
960, 35.69262, 29.23824
961, 28.39538, 29.27346
962, 39.79149, 29.29859
963, 33.46272, 29.32848
964, 42.7588, 29.35186
965, 42.76428, 29.37525
966, 40.8647, 29.39972
967, 36.23057, 29.42732
968, 27.48612, 29.4637
969, 31.9346, 29.49502
970, 31.04915, 29.52723
971, 38.85155, 29.55297
972, 20.86158, 29.6009
973, 18.24152, 29.65572
974, 36.42589, 29.68317
975, 29.15452, 29.71747
976, 30.83184, 29.74991
977, 37.10713, 29.77686
978, 28.91678, 29.81144
979, 42.48269, 29.83498
980, 41.44734, 29.8591
981, 34.53277, 29.88806
982, 27.30375, 29.92468
983, 35.33569, 29.95298
984, 39.36698, 29.97839
985, 20.2918, 30.02767
986, 34.37371, 30.05676
987, 30.34994, 30.08971
988, 37.91613, 30.11608
989, 40.33885, 30.14087
990, 43.23763, 30.164
991, 30.27367, 30.19703
992, 30.16591, 30.23018
993, 33.89946, 30.25968
994, 47.26568, 30.28084
995, 40.57618, 30.30548
996, 28.82592, 30.34017
997, 29.95806, 30.37355
998, 35.96864, 30.40136
999, 15.60501, 30.46544
