frame, fps, time
930, 52.57624, 26.28459
931, 50.51015, 26.30439
932, 52.0969, 26.32358
933, 48.24625, 26.34431
934, 54.18292, 26.36276
935, 53.4131, 26.38149
936, 53.40169, 26.40021
937, 51.11429, 26.41978
938, 54.60006, 26.43809
939, 52.59559, 26.4571
940, 53.06166, 26.47595
941, 53.45878, 26.49466
942, 52.65929, 26.51365
943, 52.55413, 26.53267
944, 48.98599, 26.55309
945, 53.96363, 26.57162
946, 49.18597, 26.59195
947, 53.54752, 26.61062
948, 52.5873, 26.62964
949, 52.70648, 26.64861
950, 54.71058, 26.66689
951, 50.51525, 26.68669
952, 52.44114, 26.70576
953, 53.11521, 26.72458
954, 52.97733, 26.74346
955, 53.98402, 26.76198
956, 53.8329, 26.78056
957, 53.59919, 26.79922
958, 48.1232, 26.82
959, 54.71357, 26.83827
960, 51.48535, 26.8577
961, 52.73705, 26.87666
962, 53.03633, 26.89551
963, 54.16531, 26.91397
964, 53.43879, 26.93269
965, 51.53842, 26.95209
966, 52.52929, 26.97113
967, 52.83178, 26.99006
968, 55.03577, 27.00823
969, 53.26799, 27.027
970, 53.8648, 27.04556
971, 54.00443, 27.06408
972, 55.33728, 27.08215
973, 53.54465, 27.10083
974, 51.03864, 27.12042
975, 54.86969, 27.13864
976, 51.77323, 27.15796
977, 54.54645, 27.17629
978, 54.42473, 27.19467
979, 51.11168, 27.21423
980, 53.04477, 27.23308
981, 52.89606, 27.25199
982, 54.43362, 27.27036
983, 54.31535, 27.28877
984, 55.30056, 27.30686
985, 54.89077, 27.32507
986, 54.06867, 27.34357
987, 53.18866, 27.36237
988, 54.88474, 27.38059
989, 51.95615, 27.39984
990, 48.26954, 27.42056
991, 54.10085, 27.43904
992, 54.43362, 27.45741
993, 55.6514, 27.47538
994, 54.72855, 27.49365
995, 54.68365, 27.51194
996, 54.13892, 27.53041
997, 55.19069, 27.54853
