frame, fps, time
403, 74.59903, 5.253466
404, 74.0631, 5.266968
405, 67.815, 5.281714
406, 79.60516, 5.294276
407, 71.52052, 5.308258
408, 73.2118, 5.321917
409, 72.55315, 5.3357
410, 74.8615, 5.349058
411, 69.77393, 5.36339
412, 74.01376, 5.376901
413, 75.84377, 5.390086
414, 73.94262, 5.40361
415, 74.02473, 5.417119
416, 67.03311, 5.432037
417, 66.6889, 5.447032
418, 67.2495, 5.461902
419, 74.8167, 5.475268
420, 66.3438, 5.490341
421, 70.12623, 5.504601
422, 76.35336, 5.517698
423, 72.55315, 5.531481
424, 74.97376, 5.544819
425, 70.84662, 5.558934
426, 73.38911, 5.57256
427, 75.63152, 5.585782
428, 69.24728, 5.600223
429, 76.66948, 5.613266
430, 75.67159, 5.626481
431, 73.26544, 5.64013
432, 69.93985, 5.654428
433, 40.36001, 5.679205
434, 141.5829, 5.686268
435, 92.9109, 5.697031
436, 73.41605, 5.710652
437, 72.20738, 5.724501
438, 76.55795, 5.737563
439, 73.68111, 5.751135
440, 68.5871, 5.765715
441, 81.35373, 5.778007
442, 73.27618, 5.791654
443, 63.63347, 5.807369
444, 78.57928, 5.820095
445, 72.04092, 5.833976
446, 72.30658, 5.847806
447, 76.18467, 5.860932
448, 71.95798, 5.874829
449, 76.71653, 5.887864
450, 75.90133, 5.901039
451, 75.20493, 5.914336
452, 70.28889, 5.928563
453, 80.45052, 5.940993
454, 71.38778, 5.955001
455, 70.51689, 5.969182
456, 58.71301, 5.986214
457, 77.15454, 5.999175
458, 72.76431, 6.012918
459, 79.25186, 6.025536
460, 62.69593, 6.041486
461, 73.80074, 6.055036
462, 74.40476, 6.068476
463, 75.16537, 6.08178
464, 68.88476, 6.096297
465, 78.80842, 6.108986
466, 73.07271, 6.122672
467, 69.94964, 6.136968
468, 74.6213, 6.150369
469, 75.6945, 6.163579
470, 71.62811, 6.17754
471, 71.43367, 6.191539
472, 78.56694, 6.204268
473, 69.29527, 6.218699
474, 75.23888, 6.231989
475, 74.19498, 6.245467
476, 70.46223, 6.259659
477, 77.01194, 6.272645
478, 71.38778, 6.286653
479, 74.01376, 6.300164
480, 73.90437, 6.313695
481, 70.91193, 6.327797
482, 76.13247, 6.340932
483, 74.438, 6.354366
484, 70.29877, 6.368591
485, 72.90755, 6.382307
486, 74.05762, 6.39581
487, 71.74631, 6.409748
488, 76.71653, 6.422783
489, 72.35367, 6.436604
490, 71.0631, 6.450676
491, 72.31181, 6.464505
492, 69.58458, 6.478876
493, 75.84952, 6.49206
494, 74.33286, 6.505513
495, 70.67138, 6.519663
496, 72.57948, 6.533442
497, 71.97351, 6.547336
498, 73.6594, 6.560912
499, 75.79203, 6.574106
500, 75.72889, 6.587311
501, 72.64275, 6.601077
502, 71.69487, 6.615025
503, 72.89693, 6.628743
504, 69.81777, 6.643066
505, 73.11545, 6.656743
506, 71.90106, 6.670651
507, 76.79902, 6.683672
508, 73.11545, 6.697349
509, 74.21701, 6.710823
510, 72.91818, 6.724537
511, 72.45327, 6.738339
512, 74.77194, 6.751713
513, 74.8615, 6.765071
514, 73.75175, 6.77863
515, 69.92518, 6.792931
516, 76.18467, 6.806056
517, 72.09286, 6.819928
518, 70.59156, 6.834094
519, 77.5735, 6.846984
520, 70.14098, 6.861241
521, 69.01788, 6.875731
522, 70.54674, 6.889905
523, 66.62225, 6.904915
524, 69.66699, 6.91927
525, 75.15407, 6.932576
526, 72.28568, 6.94641
527, 73.64313, 6.959989
528, 70.89684, 6.974093
529, 75.53441, 6.987332
530, 72.51632, 7.001122
531, 71.09341, 7.015189
532, 76.49354, 7.028262
533, 68.22678, 7.042919
534, 80.0897, 7.055405
535, 71.41327, 7.069407
536, 69.42034, 7.083812
537, 73.34067, 7.097447
538, 71.38778, 7.111455
539, 36.14284, 7.139123
540, 143.7401, 7.14608
541, 106.5644, 7.155465
542, 70.95218, 7.169559
543, 56.59309, 7.187229
544, 92.72997, 7.198013
545, 73.22788, 7.211669
546, 73.5186, 7.225271
547, 70.60152, 7.239435
548, 74.42691, 7.252871
549, 75.34092, 7.266143
550, 71.88039, 7.280056
551, 77.65181, 7.292933
552, 71.97869, 7.306827
553, 74.93443, 7.320171
554, 72.49529, 7.333965
555, 73.5186, 7.347567
556, 71.98906, 7.361458
557, 76.15566, 7.374589
558, 74.95128, 7.387931
559, 70.22965, 7.40217
560, 75.11455, 7.415483
561, 65.76351, 7.430689
562, 79.34618, 7.443292
563, 69.40107, 7.457701
564, 75.70596, 7.47091
565, 74.52676, 7.484328
566, 72.92882, 7.49804
567, 76.03407, 7.511192
568, 72.21259, 7.52504
569, 73.55104, 7.538636
570, 74.46017, 7.552066
571, 71.7669, 7.566
572, 71.42347, 7.580001
573, 71.97869, 7.593894
574, 74.8111, 7.607261
575, 72.12405, 7.621126
576, 76.29511, 7.634233
577, 68.95125, 7.648736
578, 73.37296, 7.662365
579, 78.05183, 7.675177
580, 74.49345, 7.688601
581, 72.07727, 7.702475
582, 68.89425, 7.71699
583, 81.35373, 7.729282
584, 71.10352, 7.743346
585, 69.64273, 7.757705
586, 79.07014, 7.770352
587, 73.90437, 7.783883
588, 70.41262, 7.798085
589, 78.34534, 7.810849
590, 73.46459, 7.824461
591, 74.39369, 7.837903
592, 73.48618, 7.851511
593, 75.21625, 7.864806
594, 74.22252, 7.878279
595, 75.33524, 7.891553
596, 69.52169, 7.905937
597, 76.14407, 7.91907
598, 72.53735, 7.932856
599, 73.05669, 7.946544
600, 82.06138, 7.95873
601, 72.25956, 7.972569
602, 72.40605, 7.98638
603, 78.67821, 7.99909
604, 75.62009, 8.012314
605, 70.21486, 8.026556
606, 78.44368, 8.039304
607, 78.29627, 8.052075
608, 71.88556, 8.065987
609, 75.75184, 8.079187
610, 75.466, 8.092439
611, 72.12405, 8.106304
612, 70.8667, 8.120415
613, 83.99832, 8.132319
614, 72.2439, 8.146161
615, 72.39557, 8.159974
616, 79.65588, 8.172528
617, 76.94083, 8.185525
618, 69.70098, 8.199872
619, 81.38683, 8.212159
620, 74.0631, 8.225661
621, 79.27699, 8.238276
622, 66.21201, 8.253379
623, 77.91803, 8.266212
624, 72.60056, 8.279986
625, 79.96162, 8.292492
626, 74.27765, 8.305955
627, 75.01313, 8.319286
628, 71.7, 8.333233
629, 82.43343, 8.345364
630, 68.29668, 8.360005
631, 79.75754, 8.372543
632, 75.93591, 8.385713
633, 74.61016, 8.399116
634, 74.8055, 8.412483
635, 72.06168, 8.42636
636, 76.3184, 8.439463
637, 76.14986, 8.452595
638, 76.37669, 8.465688
639, 72.39033, 8.479502
640, 76.8935, 8.492507
641, 80.97822, 8.504856
642, 74.49345, 8.51828
643, 77.35149, 8.531208
644, 68.12453, 8.545887
645, 87.43552, 8.557324
646, 76.3942, 8.570415
647, 73.95356, 8.583937
648, 74.45462, 8.597367
649, 82.16251, 8.609538
650, 74.8503, 8.622898
651, 77.25587, 8.635842
652, 81.9135, 8.64805
653, 70.72636, 8.662189
654, 90.47318, 8.673243
655, 74.78872, 8.686614
656, 74.79432, 8.699984
657, 80.47642, 8.71241
658, 75.27853, 8.725694
659, 85.01233, 8.737456
660, 76.45844, 8.750535
661, 78.85191, 8.763217
662, 77.88162, 8.776057
663, 77.29768, 8.788994
664, 72.7961, 8.802731
665, 79.10141, 8.815372
666, 73.59976, 8.828959
667, 86.22176, 8.840557
668, 73.6106, 8.854142
669, 78.58546, 8.866867
670, 73.6106, 8.880452
671, 85.88114, 8.892097
672, 75.41478, 8.905356
673, 80.07687, 8.917845
674, 74.30524, 8.931303
675, 84.09014, 8.943195
676, 77.75445, 8.956057
677, 79.00142, 8.968715
678, 71.31142, 8.982738
679, 88.48775, 8.994039
680, 78.64108, 9.006755
681, 76.97637, 9.019746
682, 81.44649, 9.032023
683, 74.16197, 9.045507
684, 85.41898, 9.057215
685, 78.54226, 9.069946
686, 77.46533, 9.082855
687, 72.11885, 9.096722
688, 88.20676, 9.108059
689, 74.5212, 9.121478
690, 79.05138, 9.134128
691, 73.04602, 9.147818
692, 78.40063, 9.160573
693, 87.7809, 9.171965
694, 75.49449, 9.18521
695, 79.0264, 9.197865
696, 79.9808, 9.210367
697, 76.51109, 9.223437
698, 78.0823, 9.236244
699, 73.29229, 9.249888
700, 82.76775, 9.261971
701, 77.79074, 9.274825
702, 78.6349, 9.287542
703, 78.24726, 9.300323
704, 80.90615, 9.312682
705, 77.71819, 9.325549
706, 78.53609, 9.338283
707, 77.44134, 9.351195
708, 68.67661, 9.365756
709, 84.2886, 9.37762
710, 77.56748, 9.390512
711, 75.50589, 9.403755
712, 80.7298, 9.416142
713, 79.69398, 9.428691
714, 76.6636, 9.441735
715, 78.56694, 9.454463
716, 77.82706, 9.467312
717, 75.34092, 9.480585
718, 75.17101, 9.493888
719, 77.1724, 9.506845
720, 76.86395, 9.519855
721, 76.7283, 9.532888
722, 73.73, 9.546452
723, 77.65181, 9.55933
724, 75.47739, 9.572579
725, 77.2499, 9.585525
726, 78.9266, 9.598194
727, 75.35795, 9.611465
728, 81.2876, 9.623767
729, 78.125, 9.636567
730, 78.14332, 9.649364
731, 76.85213, 9.662376
732, 76.55795, 9.675438
733, 74.99625, 9.688772
734, 78.93906, 9.70144
735, 73.62144, 9.715023
736, 68.37139, 9.729649
737, 88.36264, 9.740966
738, 63.0358, 9.75683
739, 77.65181, 9.769709
740, 78.80842, 9.782397
741, 83.37502, 9.794392
742, 79.95522, 9.806899
743, 74.01376, 9.82041
744, 77.71819, 9.833277
745, 75.32957, 9.846552
746, 84.51656, 9.858384
747, 75.90709, 9.871558
748, 72.42703, 9.885365
749, 84.88244, 9.897146
750, 77.08318, 9.910119
751, 73.27081, 9.923767
752, 80.15389, 9.936243
753, 69.00835, 9.950734
754, 88.74689, 9.962002
755, 75.23322, 9.975294
756, 76.58141, 9.988352
757, 74.79991, 10.00172
758, 76.53452, 10.01479
759, 80.58018, 10.0272
760, 75.54012, 10.04043
761, 71.81329, 10.05436
762, 76.0572, 10.06751
763, 73.76807, 10.08106
764, 80.61916, 10.09347
765, 78.69059, 10.10618
766, 79.49126, 10.11876
767, 74.70492, 10.13214
768, 89.49347, 10.14332
769, 77.65784, 10.15619
770, 76.86395, 10.1692
771, 76.94083, 10.1822
772, 84.91127, 10.19398
773, 78.88924, 10.20665
774, 76.693, 10.21969
775, 74.39922, 10.23313
776, 85.62377, 10.24481
777, 76.35336, 10.25791
778, 84.55945, 10.26973
779, 79.02015, 10.28239
780, 80.44405, 10.29482
781, 80.19889, 10.30729
782, 79.67493, 10.31984
783, 78.1189, 10.33264
784, 76.99415, 10.34563
785, 85.0051, 10.35739
786, 72.08766, 10.37127
787, 78.83949, 10.38395
788, 78.33921, 10.39671
789, 84.13967, 10.4086
790, 78.41908, 10.42135
791, 76.693, 10.43439
792, 80.8996, 10.44675
793, 86.47527, 10.45831
794, 78.38219, 10.47107
795, 77.39339, 10.48399
796, 82.10181, 10.49617
797, 78.41908, 10.50893
798, 80.13463, 10.5214
799, 74.90636, 10.53475
800, 80.69723, 10.54715
801, 89.23791, 10.55835
802, 73.06203, 10.57204
803, 75.89557, 10.58521
804, 88.36264, 10.59653
805, 78.16164, 10.60933
806, 78.13721, 10.62212
807, 80.58667, 10.63453
808, 78.21054, 10.64732
809, 80.61266, 10.65972
810, 76.55209, 10.67279
811, 73.7137, 10.68635
812, 79.12644, 10.69899
813, 88.14455, 10.71034
814, 77.54343, 10.72323
815, 78.38834, 10.73599
816, 84.43806, 10.74783
817, 77.38142, 10.76076
818, 84.76731, 10.77255
819, 75.14841, 10.78586
820, 77.99704, 10.79868
821, 80.39878, 10.81112
822, 74.2611, 10.82458
823, 71.65891, 10.83854
824, 84.04774, 10.85044
825, 79.30843, 10.86305
826, 83.04958, 10.87509
827, 80.90615, 10.88745
828, 78.17997, 10.90024
829, 78.30241, 10.91301
830, 84.62385, 10.92482
831, 74.9569, 10.93817
832, 73.58352, 10.95176
833, 90.7441, 10.96278
834, 81.12274, 10.9751
835, 77.01194, 10.98809
836, 78.70917, 11.00079
837, 75.54012, 11.01403
838, 82.34519, 11.02617
839, 76.05141, 11.03932
840, 84.68835, 11.05113
841, 73.29766, 11.06478
842, 82.14227, 11.07695
843, 75.64297, 11.09017
844, 82.40627, 11.1023
845, 77.31561, 11.11524
846, 79.25814, 11.12785
847, 77.79679, 11.14071
848, 77.82706, 11.15356
849, 73.94809, 11.16708
850, 75.52299, 11.18032
851, 83.98421, 11.19223
852, 71.80297, 11.20615
853, 79.78299, 11.21869
854, 76.98229, 11.23168
855, 74.77194, 11.24505
856, 80.32128, 11.2575
857, 76.17887, 11.27063
858, 75.74036, 11.28383
859, 80.52178, 11.29625
860, 77.15454, 11.30921
861, 72.64275, 11.32298
862, 79.45967, 11.33556
863, 78.78979, 11.34826
864, 78.82706, 11.36094
865, 73.75175, 11.3745
866, 77.69404, 11.38737
867, 79.63686, 11.39993
868, 78.29015, 11.4127
869, 82.74721, 11.42479
870, 80.03201, 11.43728
871, 81.08327, 11.44962
872, 78.61636, 11.46234
873, 81.97393, 11.47453
874, 75.86102, 11.48772
875, 77.93018, 11.50055
876, 81.34711, 11.51284
877, 44.5911, 11.53527
878, 158.303, 11.54158
879, 99.22604, 11.55166
880, 80.37939, 11.5641
881, 90.04953, 11.57521
882, 78.33921, 11.58797
883, 77.83312, 11.60082
884, 87.92755, 11.61219
885, 87.21437, 11.62366
886, 81.45313, 11.63594
887, 79.29585, 11.64855
888, 86.42295, 11.66012
889, 85.12087, 11.67187
890, 83.01511, 11.68391
891, 85.22243, 11.69565
892, 76.85213, 11.70866
893, 84.55229, 11.72049
894, 78.89546, 11.73316
895, 83.88558, 11.74508
896, 90.82652, 11.75609
897, 84.30992, 11.76795
898, 78.65964, 11.78067
899, 91.51643, 11.79159
900, 77.99704, 11.80441
901, 85.24422, 11.81615
902, 81.89337, 11.82836
903, 94.41979, 11.83895
904, 78.19831, 11.85174
905, 88.03592, 11.86309
906, 82.9325, 11.87515
907, 85.07018, 11.88691
908, 81.39346, 11.89919
909, 85.40439, 11.9109
910, 81.18201, 11.92322
911, 81.67933, 11.93546
912, 82.34519, 11.94761
913, 90.3914, 11.95867
914, 81.12274, 11.971
915, 83.53521, 11.98297
916, 81.61932, 11.99522
917, 91.81893, 12.00611
918, 76.17307, 12.01924
919, 88.29243, 12.03057
920, 90.93389, 12.04156
921, 83.38892, 12.05356
922, 78.1922, 12.06634
923, 96.87106, 12.07667
924, 78.24726, 12.08945
925, 85.53588, 12.10114
926, 84.53085, 12.11297
927, 76.38252, 12.12606
928, 83.29862, 12.13807
929, 84.89685, 12.14984
930, 85.84428, 12.16149
931, 88.28463, 12.17282
932, 88.29243, 12.18415
933, 88.39388, 12.19546
934, 85.17888, 12.2072
935, 86.34087, 12.21878
936, 86.44537, 12.23035
937, 84.32414, 12.24221
938, 82.57639, 12.25432
939, 89.69415, 12.26547
940, 92.63548, 12.27626
941, 83.55615, 12.28823
942, 76.71065, 12.30127
943, 89.82305, 12.3124
944, 93.44048, 12.3231
945, 81.03071, 12.33544
946, 84.80325, 12.34723
947, 86.67014, 12.35877
948, 85.42628, 12.37048
949, 83.65401, 12.38243
950, 81.61932, 12.39468
951, 96.03381, 12.4051
952, 80.76892, 12.41748
953, 97.35203, 12.42775
954, 77.86949, 12.44059
955, 95.70294, 12.45104
956, 79.61784, 12.4636
957, 93.67681, 12.47428
958, 84.76731, 12.48607
959, 84.98343, 12.49784
960, 91.44111, 12.50878
961, 84.2531, 12.52065
962, 84.60953, 12.53246
963, 88.13679, 12.54381
964, 89.54957, 12.55498
965, 83.54219, 12.56695
966, 91.22423, 12.57791
967, 82.39268, 12.59005
968, 94.72388, 12.6006
969, 79.6115, 12.61316
970, 93.73828, 12.62383
971, 85.60178, 12.63551
972, 88.29243, 12.64684
973, 83.90669, 12.65876
974, 89.34155, 12.66995
975, 83.35417, 12.68195
976, 94.69697, 12.69251
977, 84.4452, 12.70435
978, 84.2389, 12.71622
979, 94.32182, 12.72682
980, 85.13537, 12.73857
981, 78.85191, 12.75125
982, 88.90469, 12.7625
983, 88.77841, 12.77376
984, 91.47457, 12.78469
985, 87.7116, 12.7961
986, 93.98496, 12.80674
987, 79.89773, 12.81925
988, 89.73438, 12.8304
989, 85.92542, 12.84203
990, 92.67841, 12.85282
991, 80.8996, 12.86518
992, 88.43297, 12.87649
993, 91.51643, 12.88742
994, 89.46944, 12.8986
995, 89.93614, 12.90971
996, 87.55034, 12.92114
997, 82.31808, 12.93328
998, 96.72115, 12.94362
